课程代码,课程名称,开课院系,课程性质,课程类别,学分,教师信息
B3J230110,MOOC（一）,高等理工学院,选修,一般专业类,1.0,吴文峻
B3J230120,MOOC（二）,高等理工学院,选修,一般专业类,2.0,吴文峻
B3J230130,MOOC（三）,高等理工学院,选修,一般专业类,3.0,吴文峻
B3J202910,案例实务,法学院,选修,一般专业类,1.0,吉冠浩+王  琦+黄  卉+刘  颖+明  辉+康子兴
B1A043230,复变函数,能源与动力工程学院,选修,一般专业类,2.0,李绍斌+王  强
B3I09312A,拓扑学引论,数学与系统科学学院,必修,一般专业类,3.0,严夺魁+梁湘玉
B3I09331A,最优化理论与算法,数学与系统科学学院,必修,一般专业类,3.0,韩德仁
B3I123510,修辞学导论,外国语学院,选修,一般专业类,2.0,钱多秀
B3I123520,公众演讲,外国语学院,选修,一般专业类,2.0,Franny Solnic
B3I123530,体裁写作,外国语学院,选修,一般专业类,2.0,李英梅+孙洪丽
B3I123550,美国研究,外国语学院,选修,一般专业类,2.0,胥国红
B3I123710,英汉交替传译（1）,外国语学院,选修,一般专业类,2.0,胥国红
B3I123720,汉英交替传译（1）,外国语学院,选修,一般专业类,2.0,王  沛
B3I123730,计算机辅助翻译,外国语学院,选修,一般专业类,2.0,钱多秀
B3I123740,英汉语言对比,外国语学院,选修,一般专业类,2.0,王义娜
B3I123750,翻译概论,外国语学院,选修,一般专业类,2.0,文  军
B3I123770,文学翻译,外国语学院,选修,一般专业类,2.0,彭  予
B3I123790,新闻编译,外国语学院,选修,一般专业类,2.0,钱多秀
B3I13362B,金属与复合材料力学分析,交通科学与工程学院,选修,一般专业类,2.0,潘  强
B3I13368B,矢量与张量引论,交通科学与工程学院,选修,一般专业类,2.0,张艳来
B3J013360,金属材料制备原理及工艺,材料科学与工程学院,选修,一般专业类,2.0,蒋成保
B3J013370,无机非金属材料制备原理及工艺,材料科学与工程学院,选修,一般专业类,2.0,张  跃
B3J013380,高分子及复合材料制备基础,材料科学与工程学院,选修,一般专业类,2.0,顾轶卓
B3J013390,材料成型原理及工艺,材料科学与工程学院,选修,一般专业类,2.0,周铁涛+吴国清
B3J014510,分析化学,材料科学与工程学院,选修,一般专业类,2.0,李松梅+杜  娟
B3J014710,结构化学（B）,材料科学与工程学院,选修,一般专业类,2.0,杨  光
B3J014720,界面化学,材料科学与工程学院,选修,一般专业类,2.0,王小群
B3J033010,自动化专业导论,自动化科学与电气工程学院,必修,一般专业类,1.0,霍  伟+吴云洁+王少萍+袁海文+秦世引+段海滨+吕金虎
B3J033270,传感器与测试技术基础,自动化科学与电气工程学院,选修,一般专业类,2.0,闫  蓓
B3J033350,机电工程创新设计导论,自动化科学与电气工程学院,选修,一般专业类,1.0,焦宗夏+尚耀星
B3J033390,航空系统工程,自动化科学与电气工程学院,选修,一般专业类,2.0,王英勋
B3J033530,计算机网络与通讯,自动化科学与电气工程学院,选修,一般专业类,1.5,段海滨+马耀飞
B3J033550,虚拟现实技术,自动化科学与电气工程学院,选修,一般专业类,1.5,赵永嘉
B3J033570,应用离散数学,自动化科学与电气工程学院,选修,一般专业类,2.0,郑  征
B3J033810,信息理论与技术基础,自动化科学与电气工程学院,选修,一般专业类,2.0,陶  飞
B3J043940,计算机软件技术基础,能源与动力工程学院,选修,一般专业类,2.0,岳  明
B3J05011A,航空发动机原理及应用,航空科学与工程学院,选修,一般专业类,1.5,周尧明+祝  明+陶国权
B3J05014A,飞行器适航基础,航空科学与工程学院,选修,一般专业类,1.0,邓志诚+姜晓爱
B3J05020A,航空工程大型通用软件应用（1）,航空科学与工程学院,选修,一般专业类,1.5,吴永康+焦起祥+周  越+邹  辉+罗明强+姜振华
B3J05023A,结构设计适航基础,航空科学与工程学院,选修,一般专业类,2.0,徐伟强
B3J05026A,损伤容限设计,航空科学与工程学院,选修,一般专业类,1.0,张纪奎
B3J05027A,微小型飞行器创新设计与实践,航空科学与工程学院,选修,一般专业类,2.0,吴永康+焦起祥+王维军+黄  俊+万志强+王耀坤
B3J05039A,空气动力学B（2）,航空科学与工程学院,选修,一般专业类,2.0,吴宗成+郭  辉+高振勋+胡天翔+潘  翀
B3J05041AL,计算流体力学（留学生英文课）,航空科学与工程学院,选修,一般专业类,2.0,兰世隆
B3J05045A,水动力学基础,航空科学与工程学院,选修,一般专业类,2.0,马  亮
B3J05066A,矢量、场论及张量初步,航空科学与工程学院,选修,一般专业类,2.0,张  铮
B3J05070A,振动力学基础,航空科学与工程学院,选修,一般专业类,2.0,邢誉峰
B3J05083A,换热器设计,航空科学与工程学院,选修,一般专业类,1.0,高红霞
B3J05092B,张量计算初步及其在力学中的应用,航空科学与工程学院,选修,一般专业类,3.0,陈来文
B3J05101A,人工智能及其航空应用,航空科学与工程学院,选修,一般专业类,2.0,张云飞+王黎静+祝  明+李  可+邓志诚
B3J05391A,水波方程与非线性可积系统,航空科学与工程学院,选修,一般专业类,2.0,于  鑫
B3J063310,信号与系统,计算机学院,选修,一般专业类,2.0,张永飞
B3J063810,高级语言程序设计（2）,计算机学院,选修,一般专业类,2.0,尹宝林
B3J063840,具体数学,计算机学院,选修,一般专业类,1.5,赵启阳
B3J063850,移动计算导论,计算机学院,选修,一般专业类,1.5,牛建伟+阮  利+盛  浩
B3J063860,Android平台开发技术,计算机学院,选修,一般专业类,2.0,张  炯
B3J063870,数据挖据导论,计算机学院,选修,一般专业类,2.0,王静远
B3J063880,机器学习导论,计算机学院,选修,一般专业类,2.0,张永飞+王静远+黄  迪
B3J063892,无线网络系统,计算机学院,选修,一般专业类,2.0,白跃彬
B3J063894,智能计算体系结构,计算机学院,选修,一般专业类,2.0,杨建磊
B3J063895,大数据科学导论,计算机学院,选修,一般专业类,1.5,吴文峻
B3J064810,RFID与无线传感器网络,计算机学院,选修,一般专业类,2.0,尚利宏+欧阳元新
B3J064850,专业基础与技能拓展,计算机学院,选修,一般专业类,2.0,高小鹏
B3J073710,产品设计(1),机械工程及自动化学院,选修,一般专业类,2.5,刘静华+尹  虎
B3J073750,环境设计(1),机械工程及自动化学院,选修,一般专业类,2.0,张  融
B3J073760,展示设计,机械工程及自动化学院,选修,一般专业类,2.0,张  融+魏晓东
B3J082350,ERP沙盘模拟实验,经济管理学院,选修,一般专业类,1.5,曹  明+韩小汀
B3J082630,职业能力提升-求职技能,经济管理学院,选修,一般专业类,0.5,牟  晖
B3J083410,可用性工程,经济管理学院,选修,一般专业类,2.0,周荣刚
B3J083430,跨文化管理,经济管理学院,选修,一般专业类,1.5,方  虹
B3J083450,商务口语,经济管理学院,选修,一般专业类,2.0,李  卫
B3J083470,数据库技术基础,经济管理学院,选修,一般专业类,2.0,何玉敏
B3J083490,系统分析与评价,经济管理学院,选修,一般专业类,2.0,罗开平
B3J083520,知识管理概论,经济管理学院,选修,一般专业类,1.5,王  君
B3J09311A,计算几何,数学与系统科学学院,选修,一般专业类,2.0,张思容
B3J09331A,三年级研讨课（1）,数学与系统科学学院,选修,一般专业类,1.0,刘铁钢+王  鹏+张  筱+佘志坤+郭定辉+王进良+杨义川
B3J100170,酶工程,生物与医学工程学院,选修,一般专业类,1.0,李  萍
B3J113150,政府公共关系与危机管理,人文社会科学学院,选修,一般专业类,2.0,贾哲敏
B3J113160,公务员制度,人文社会科学学院,选修,一般专业类,2.0,谢凌玲
B3J113210,地方政府管理,人文社会科学学院,选修,一般专业类,2.0,涂晓芳
B3J113220,公共部门决策理论与方法,人文社会科学学院,选修,一般专业类,2.0,陈文博
B3J113230,比较政府与政治,人文社会科学学院,选修,一般专业类,2.0,任丙强
B3J113240,计算机网络与应用,人文社会科学学院,选修,一般专业类,2.0,简南红
B3J113410,变态心理学,人文社会科学学院,选修,一般专业类,2.0,王慧琳
B3J113730,法经济学,人文社会科学学院,选修,一般专业类,2.0,黄  岩
B3J113840,外国税制,人文社会科学学院,选修,一般专业类,2.0,韩  霞
B3J113890,项目管理,人文社会科学学院,选修,一般专业类,2.0,侯琳琳
B3J113920,计量实验课,人文社会科学学院,选修,一般专业类,2.0,刘美芳
B3J114430,航空航天心理学,人文社会科学学院,选修,一般专业类,2.0,邓丽芳
B3J123110,语音与音系,外国语学院,选修,一般专业类,2.0,袁  野
B3J123120,语义学,外国语学院,选修,一般专业类,2.0,王洪磊
B3J123150,认知语言学,外国语学院,选修,一般专业类,2.0,李福印
B3J123170,德语国家国情,外国语学院,选修,一般专业类,2.0,Barbara Nowara
B3J123180,德语写作（2）,外国语学院,选修,一般专业类,2.0,Barbara Nowara
B3J123190,德语文学流派,外国语学院,选修,一般专业类,2.0,吴晓樵
B3J123191,高级德语口语（1）,外国语学院,选修,一般专业类,2.0,Barbara Nowara
B3J123220,语用学,外国语学院,选修,一般专业类,2.0,任  伟
B3J123230,计算语言学,外国语学院,选修,一般专业类,2.0,梁茂成
B3J123310,英国文学史,外国语学院,选修,一般专业类,2.0,张继琴
B3J123320,美国文学史,外国语学院,选修,一般专业类,2.0,李  英
B3J123330,英诗赏析,外国语学院,选修,一般专业类,2.0,顿  超
B3J123350,英语短篇小说,外国语学院,选修,一般专业类,2.0,邢春丽
B3J123360,英语国家文学,外国语学院,选修,一般专业类,2.0,黄重凤
B3J13271A,房屋建筑学,交通科学与工程学院,选修,一般专业类,4.5,白  音
B3J13272A,水力学,交通科学与工程学院,选修,一般专业类,1.0,郑晓宁
B3J13312A,工程仿真软件基础,交通科学与工程学院,选修,一般专业类,1.0,胡大勇
B3J13316A,汽车材料,交通科学与工程学院,选修,一般专业类,2.0,许  骏
B3J13321A,液压与气动基础,交通科学与工程学院,选修,一般专业类,2.0,王  岩
B3J13324A,有限元基础,交通科学与工程学院,选修,一般专业类,1.5,刘艳芳
B3J13336A,交通心理与行为,交通科学与工程学院,选修,一般专业类,2.0,丁  川
B3J13341A,交通运输网络分析,交通科学与工程学院,选修,一般专业类,2.0,于  滨
B3J13361B,人因工程与飞行安全,交通科学与工程学院,选修,一般专业类,2.0,杜俊敏
B3J13371A,有限元基础,交通科学与工程学院,选修,一般专业类,1.0,高政国
B3J13372A,工程地质学,交通科学与工程学院,选修,一般专业类,1.5,冯锦艳
B3J13373A,工程概预算,交通科学与工程学院,选修,一般专业类,1.0,罗  汀
B3J13419A,单片机原理及系统设计,交通科学与工程学院,选修,一般专业类,1.0,王  建
B3J13464B,飞机环境控制系统与适航,交通科学与工程学院,选修,一般专业类,2.0,柯  鹏
B3J14323A,可靠性试验技术,可靠性与系统工程学院,选修,一般专业类,1.5,王晓红
B3J153620,传感器技术与测试系统,宇航学院,选修,一般专业类,2.0,王可东
B3J153730,数据结构,宇航学院,选修,一般专业类,2.0,谢凤英
B3J153770,OpenCV基础与应用,宇航学院,选修,一般专业类,2.0,孟  偲
B3J153910,航天飞行器操作与应用基础,宇航学院,选修,一般专业类,1.5,董云峰
B3J153960,工程热力学与传热学,宇航学院,选修,一般专业类,2.0,王长辉+王一白
B3J153980,新概念航天器——绳系系统和太阳帆导论,宇航学院,选修,一般专业类,1.5,钟  睿
B3J173420,激光原理与技术,仪器科学与光电工程学院,选修,一般专业类,3.0,丁  铭+胡姝玲
B3J173510,传感器技术及应用,仪器科学与光电工程学院,必修,一般专业类,3.0,郭占社+樊尚春+李  成
B3J193710,专业英语,物理科学与核能工程学院,选修,一般专业类,2.0,许怀哲+朱开贵
B3J193720,物理学前沿专题,物理科学与核能工程学院,选修,一般专业类,2.0,周  苗
B3J193740,半导体物理导论,物理科学与核能工程学院,选修,一般专业类,2.0,时洪亮
B3J193760,数学物理方法（2）,物理科学与核能工程学院,选修,一般专业类,3.0,潘  晖
B3J193810,信号与系统,物理科学与核能工程学院,选修,一般专业类,2.0,李  华
B3J193830,微机原理与接口技术,物理科学与核能工程学院,选修,一般专业类,2.0,郑  明
B3J193870,激光原理与激光测量,物理科学与核能工程学院,选修,一般专业类,2.0,钱建强
B3J193880,信息光学,物理科学与核能工程学院,选修,一般专业类,2.0,王三胜
B3J193910,核科学概论,物理科学与核能工程学院,选修,一般专业类,2.0,竺礼华
B3J193920,核技术基础,物理科学与核能工程学院,选修,一般专业类,2.0,乐小云
B3J20321A,经济法,法学院,选修,一般专业类,3.0,王  丽
B3J203220,环境法,法学院,选修,一般专业类,2.0,梁文婷
B3J203240,金融法,法学院,选修,一般专业类,2.0,朱晓婷
B3J203250,保险法,法学院,选修,一般专业类,2.0,任自力
B3J203260,票据法,法学院,选修,一般专业类,2.0,王  丽
B3J203270,财税法,法学院,选修,一般专业类,2.0,董杜骄
B3J203290,电子商务法,法学院,选修,一般专业类,2.0,董杜骄
B3J203311,知识产权法（全英文）,法学院,选修,一般专业类,2.0,孙新强
B3J203390,Jessup(杰赛普) 国际法模拟法庭竞赛,法学院,选修,一般专业类,2.0,夏春利
B3J203430,仲裁法,法学院,选修,一般专业类,1.0,张晓茹
B3J203610,人权法,法学院,选修,一般专业类,2.0,翟庆振
B3J203710,刑事诉讼法案例研习,法学院,选修,一般专业类,2.0,吉冠浩
B3J205840,司法实务,法学院,选修,一般专业类,2.0,肖建华
B3J213110,数字电路分析设计,软件学院,选修,一般专业类,2.0,邓莹莹
B3J213120,嵌入式系统,软件学院,选修,一般专业类,2.0,康一梅
B3J213210,数据挖掘概论,软件学院,选修,一般专业类,2.0,杜孝平
B3J213220,网络存储,软件学院,选修,一般专业类,2.0,路新喜
B3J213711,网络管理,软件学院,选修,一般专业类,1.0,Ian
B3J213721,数据管理,软件学院,选修,一般专业类,1.0,Ian
B3J213820,大数据概论,软件学院,选修,一般专业类,1.0,李祺
B3J263110,VR内容生成,新媒体艺术与设计学院,选修,一般专业类,2.0,胡  勇
B3J263460,UI设计,新媒体艺术与设计学院,选修,一般专业类,2.0,闫  烁
B3J263470,包装设计,新媒体艺术与设计学院,选修,一般专业类,2.0,宋泽惠
B3J263620,动态图像设计,新媒体艺术与设计学院,选修,一般专业类,2.0,卫诗磊
B3J263630,实验影像创作,新媒体艺术与设计学院,选修,一般专业类,2.0,刘  恪
B3J263640,三维图像设计基础,新媒体艺术与设计学院,选修,一般专业类,2.0,徐静秋
B3J263790,油画基础,新媒体艺术与设计学院,选修,一般专业类,2.0,庄维嘉
B3J263810,丝网版画基础,新媒体艺术与设计学院,选修,一般专业类,2.0,王  丹
B3J263820,水墨小品,新媒体艺术与设计学院,选修,一般专业类,2.0,李  佳
B3J263920,交互动画设计,新媒体艺术与设计学院,选修,一般专业类,2.0,王  宁
B3J264510,视觉导视系统设计,新媒体艺术与设计学院,选修,一般专业类,3.0,宋泽惠
B3J264690,游戏概念设计,新媒体艺术与设计学院,选修,一般专业类,3.0,王  宁
B3J264850,综合绘画创作,新媒体艺术与设计学院,选修,一般专业类,3.0,李  佳
B3J27334B,高分子化学,化学学院,选修,一般专业类,3.0,王明存
B3J27336B,化工原理,化学学院,选修,一般专业类,3.0,高龙成
B3J27341B,中级无机化学,化学学院,选修,一般专业类,3.0,高秋明
B3J27343C,化学进展,化学学院,选修,一般专业类,3.0,高秋明
B3J27344B,基础生物化学,化学学院,选修,一般专业类,2.0,范  霞
B3J27345B,超分子化学,化学学院,选修,一般专业类,2.0,刘全勇
B3J273461,物理有机化学（英文）,化学学院,选修,一般专业类,2.0,刘宇宙
B3J27351B,复合材料,化学学院,选修,一般专业类,2.0,杨中甲
B3J303120,空间环境效应导论,空间与环境学院,选修,一般专业类,2.0,曾  立
B3J063110,数据库系统原理,计算机学院,选修,一般专业类,3.0,郎  波+刘  瑞
B3J063410,数据库原理课程设计,计算机学院,选修,一般专业类,1.0,郎  波+刘  瑞
B3J063820,计算机工程中最优化的方法,计算机学院,选修,一般专业类,2.0,冷  彪
B3J063830,RUBY语言程序设计,计算机学院,选修,一般专业类,1.0,沃天宇
B3J063890,MATLAB基础及其应用,计算机学院,选修,一般专业类,2.0,张永飞
B3J123130,词汇学,外国语学院,选修,一般专业类,2.0,田飞洋
B3J261380,字体设计（1）,新媒体艺术与设计学院,选修,一般专业类,1.0,赵之昱
B3J261570,动画影片分析,新媒体艺术与设计学院,选修,一般专业类,1.0,张  引
B3I09342A,数学模型,数学与系统科学学院,选修,一般专业类,3.0,刘红英
B3I13364B,飞机空气动力学与飞行载荷,交通科学与工程学院,选修,一般专业类,2.5,吴江浩
B3I13365B,飞机结构分析与设计,交通科学与工程学院,选修,一般专业类,2.0,何  田
B3I13367B,工程计算力学,交通科学与工程学院,选修,一般专业类,2.0,张艳来
B3I14362A,安全性设计分析与验证,可靠性与系统工程学院,必修,一般专业类,2.0,焦  健
B3I193520,计算物理基础,物理科学与核能工程学院,必修,一般专业类,2.0,梁林云+周洪波
B3I393150,信息网络安全,网络空间安全学院,选修,一般专业类,2.5,刘建伟
B3J013310,金属结构材料,材料科学与工程学院,选修,一般专业类,2.0,沙江波+郭洪波
B3J013320,金属功能材料,材料科学与工程学院,选修,一般专业类,2.0,李  岩
B3J013330,薄膜技术基础,材料科学与工程学院,选修,一般专业类,2.0,周春根
B3J013340,材料设计与模拟,材料科学与工程学院,选修,一般专业类,2.0,马  岳+周  健
B3J013410,固体物理,材料科学与工程学院,选修,一般专业类,2.0,刘知琪
B3J013420,量子力学与统计,材料科学与工程学院,选修,一般专业类,2.0,张千帆
B3J013430,计算材料学,材料科学与工程学院,选修,一般专业类,2.0,尚家香+张瑞丰
B3J013440,新型功能材料,材料科学与工程学院,选修,一般专业类,2.0,王敬民+杨圣雪
B3J013510,材料腐蚀科学与防护,材料科学与工程学院,选修,一般专业类,2.0,李卫平
B3J013520,电化学测试技术,材料科学与工程学院,选修,一般专业类,2.0,刘建华+于  美
B3J013530,新能源材料化学,材料科学与工程学院,选修,一般专业类,2.0,于  美+邢雅兰+陈海宁
B3J013610,无机非金属材料基础,材料科学与工程学院,选修,一般专业类,2.0,王树彬
B3J013620,新能源材料,材料科学与工程学院,选修,一般专业类,2.0,赵立东+水江澜
B3J013630,无机非金属材料化学,材料科学与工程学院,选修,一般专业类,2.0,刘晓芳
B3J013640,电子陶瓷材料,材料科学与工程学院,选修,一般专业类,2.0,李锐星
B3J013710,聚合物基复合材料,材料科学与工程学院,选修,一般专业类,2.0,李  敏
B3J013720,高分子材料,材料科学与工程学院,选修,一般专业类,2.0,肇  研
B3J013740,高分子材料功能设计及应用,材料科学与工程学院,选修,一般专业类,2.0,王  凯
B3J013820,材料加工设备与自动化,材料科学与工程学院,选修,一般专业类,2.0,张  虎
B3J013830,热处理原理及工艺,材料科学与工程学院,选修,一般专业类,2.0,席文君
B3J013840,材料加工计算机测量与控制,材料科学与工程学院,选修,一般专业类,2.0,张天丽
B3J013920,低維材料物理,材料科学与工程学院,选修,一般专业类,2.0,毕晓昉
B3J013930,材料表面与界面,材料科学与工程学院,选修,一般专业类,2.0,李  然
B3J013940,纳米材料化学与制备技术,材料科学与工程学院,选修,一般专业类,2.0,刁  鹏
B3J014520,仪器分析基础,材料科学与工程学院,选修,一般专业类,2.0,刘建华
B3J023110,图像信号处理,电子信息工程学院,选修,一般专业类,2.5,王祖林+陈  炜+徐  迈+王鹏波
B3J023150,嵌入式系统原理与应用,电子信息工程学院,选修,一般专业类,1.5,洪  韬+杨昕欣+周  强
B3J023200,微波电路与封装,电子信息工程学院,选修,一般专业类,2.0,刘荣科+洪  韬
B3J023240,现代通信天线,电子信息工程学院,必修,一般专业类,1.5,张  岩+叶修竹+全绍辉+李志平
B3J023300,运筹学,电子信息工程学院,选修,一般专业类,2.0,王  钢
B3J023370,集成电路设计原理,电子信息工程学院,选修,一般专业类,2.0,李洪革
B3J023490,射频与微波系统,电子信息工程学院,选修,一般专业类,2.0,任  强
B3J024440,应用光学,电子信息工程学院,选修,一般专业类,2.0,李  丽
B3J033110,非线性控制,自动化科学与电气工程学院,必修,一般专业类,2.5,马保离+郝  飞
B3J033120,模式识别与智能系统技术,自动化科学与电气工程学院,必修,一般专业类,2.5,王  岩+张宝昌+李  阳
B3J033130,惯性技术及应用,自动化科学与电气工程学院,选修,一般专业类,2.0,张  海
B3J033140,模式识别与机器学习,自动化科学与电气工程学院,选修,一般专业类,2.5,秦曾昌+郭玉柱
B3J033150,图像处理与机器视觉,自动化科学与电气工程学院,选修,一般专业类,2.5,郑  红
B3J033160,智能控制导论,自动化科学与电气工程学院,选修,一般专业类,1.5,吴淮宁+刘金琨
B3J033180,单片机与嵌入式系统实验,自动化科学与电气工程学院,选修,一般专业类,2.0,董韶鹏
B3J033210,制导与控制,自动化科学与电气工程学院,必修,一般专业类,2.5,吴云洁+江加和
B3J033220,导航技术,自动化科学与电气工程学院,必修,一般专业类,2.5,富  立+张  海+杨  静
B3J033230,自动化仪器仪表,自动化科学与电气工程学院,选修,一般专业类,1.5,高占宝
B3J033240,传感器调理电路的设计与仿真,自动化科学与电气工程学院,选修,一般专业类,2.0,张  蓓
B3J033310,航空测试系统,自动化科学与电气工程学院,必修,一般专业类,3.0,袁  梅
B3J033320,过程控制,自动化科学与电气工程学院,必修,一般专业类,2.0,吴云洁+扈宏杰
B3J033360,机电工程CAD,自动化科学与电气工程学院,选修,一般专业类,1.5,刘永光
B3J033410,飞行控制I,自动化科学与电气工程学院,必修,一般专业类,2.5,张庆振
B3J033420,控制系统建模与仿真,自动化科学与电气工程学院,必修,一般专业类,2.0,王卫红+王江云+刘正华+宋  晓
B3J033430,大数据与类脑智能,自动化科学与电气工程学院,选修,一般专业类,2.0,张宝昌+吕金虎
B3J033510,液压流体力学与液压传动技术,自动化科学与电气工程学院,必修,一般专业类,3.0,裴忠才+刘永光
B3J033520,机械电子学,自动化科学与电气工程学院,必修,一般专业类,2.0,李运华
B3J033540,计算机软件技术基础,自动化科学与电气工程学院,选修,一般专业类,2.0,全  权
B3J033620,单片机原理及应用,自动化科学与电气工程学院,选修,一般专业类,2.5,董韶鹏
B3J034550,航天器控制原理,自动化科学与电气工程学院,选修,一般专业类,2.0,王  青
B3J034810,信息系统集成技术,自动化科学与电气工程学院,选修,一般专业类,2.0,张  霖
B3J043240,生物能源技术,能源与动力工程学院,选修,一般专业类,2.0,额日其太
B3J043310,现代流体测试技术,能源与动力工程学院,选修,一般专业类,2.0,刘宝杰+于贤君
B3J043320,多维气体动力学,能源与动力工程学院,选修,一般专业类,2.0,方祥军+郑  赟+孙大坤
B3J043410,机械振动基础,能源与动力工程学院,选修,一般专业类,2.0,张大义
B3J043420,有限元基础,能源与动力工程学院,选修,一般专业类,2.0,李  琳
B3J043560,数字控制系统,能源与动力工程学院,选修,一般专业类,2.0,程  涛
B3J043610,热工测试技术,能源与动力工程学院,选修,一般专业类,2.0,邓宏武
B3J043770,Alternative Jet Fuel Combustion and Emissions,能源与动力工程学院,选修,一般专业类,1.0,张  弛+惠  鑫
B3J043810,新能源动力导论,能源与动力工程学院,选修,一般专业类,2.0,郭志辉
B3J043850,储能技术,能源与动力工程学院,选修,一般专业类,1.0,李志强
B3J043930,飞机结构与系统,能源与动力工程学院,选修,一般专业类,2.0,焦起祥
B3J044440,航空燃气轮机制造工艺,能源与动力工程学院,选修,一般专业类,2.0,宋满祥+申秀丽
B3J044520,Matlab控制系统设计,能源与动力工程学院,选修,一般专业类,2.0,王  曦
B3J05013A,飞行器工艺,航空科学与工程学院,选修,一般专业类,1.5,贾玉红+何景武
B3J05016A,飞行器综合优化与设计研究,航空科学与工程学院,选修,一般专业类,1.5,刘  虎+罗明强+孙康文+周尧明+杨穆清+宋  磊
B3J05019A,复合材料结构设计,航空科学与工程学院,选修,一般专业类,1.0,张纪奎
B3J05021A,航空工程大型通用软件应用（2）,航空科学与工程学院,选修,一般专业类,1.5,王维军+谭文倩+董素君+杨振宇+曾  宇+罗明强+刘  波+朱克勇
B3J05030A,直升机飞行性能、操纵及稳定性,航空科学与工程学院,选修,一般专业类,1.0,曹义华
B3J05031A,直升机气动设计,航空科学与工程学院,选修,一般专业类,1.5,陈  铭
B3J05032A,直升机总体设计,航空科学与工程学院,选修,一般专业类,1.5,陈  铭
B3J05035A,飞行仿真与试飞,航空科学与工程学院,选修,一般专业类,1.0,王维军
B3J05041A,计算流体力学,航空科学与工程学院,选修,一般专业类,2.5,周  越+邹  辉
B3J050441,实验流体力学(英文),航空科学与工程学院,选修,一般专业类,2.5,王延奎
B3J05044A,实验流体力学,航空科学与工程学院,选修,一般专业类,2.5,王延奎
B3J05047A,粘性流体力学,航空科学与工程学院,选修,一般专业类,2.0,闫  超
B3J050531,断裂与损伤力学（英文）,航空科学与工程学院,选修,一般专业类,2.0,张  铮
B3J05055A,飞行器结构振动测试、信号分析与应用,航空科学与工程学院,选修,一般专业类,2.0,赵寿根
B3J05061A,结构分析中的有限元法,航空科学与工程学院,选修,一般专业类,2.0,邱志平+王晓军+王  磊
B3J05065A,实验固体力学,航空科学与工程学院,选修,一般专业类,2.0,潘  兵+时新红
B3J05073A,飞机人因设计,航空科学与工程学院,选修,一般专业类,1.5,王黎静
B3J05075A,空气调节技术,航空科学与工程学院,选修,一般专业类,2.0,董素君
B3J05077A,热力机械,航空科学与工程学院,选修,一般专业类,2.0,邱义芬
B3J05079A,制冷技术,航空科学与工程学院,选修,一般专业类,2.0,常士楠
B3J05082A,载人航天生命保障技术,航空科学与工程学院,选修,一般专业类,1.5,李运泽
B3J05086A,人机环境与工程,航空科学与工程学院,选修,一般专业类,2.0,黄  勇+完颜笑如
B3J063120,计算机网络,计算机学院,选修,一般专业类,2.0,刘  轶+罗洪斌+张  辉
B3J063210,计算机体系结构,计算机学院,选修,一般专业类,2.0,龙  翔+白跃彬
B3J063220,X86汇编程序设计,计算机学院,选修,一般专业类,2.0,熊桂喜
B3J063350,图象处理与模式识别,计算机学院,选修,一般专业类,2.0,王蕴红
B3J063360,物联网引论,计算机学院,选修,一般专业类,2.0,刘  睿+尚利宏+欧阳元新+蒲菊华
B3J063420,计算机网络实验,计算机学院,选修,一般专业类,2.0,张力军+吕良双+焦福菊
B3J063520,人工智能,计算机学院,选修,一般专业类,2.0,丁  嵘+巢文涵
B3J063710,计算机网络安全技术,计算机学院,选修,一般专业类,2.0,李  巍
B3J063720,网络攻防技术,计算机学院,选修,一般专业类,2.0,夏春和
B3J063821,电子商务,计算机学院,选修,一般专业类,1.0,胡春明
B3J063831,FPGA多核并行计算,计算机学院,选修,一般专业类,2.0,张  炯+李  莹
B3J063841,并行计算程序设计,计算机学院,选修,一般专业类,2.0,李云春
B3J063851,大数据分析,计算机学院,选修,一般专业类,2.0,冷  彪
B3J063861,深度学习,计算机学院,任修,一般专业类,2.0,孙  剑+周舒畅+王静远
B3J063881,视觉建模与计算,计算机学院,选修,一般专业类,2.0,陆  峰
B3J063896,物联网与大数据系统设计,计算机学院,选修,一般专业类,2.0,熊桂喜
B3J063897,大数据与人工智能实训,计算机学院,选修,一般专业类,2.0,牛建伟+孙  青+李辉勇
B3J063899,金融数据挖掘,计算机学院,选修,一般专业类,2.0,部  慧+王静远
B3J064820,计算机网络安全技术,数学与系统科学学院,选修,一般专业类,3.0,张  筱+姚  望
B3J073110,机械设计学,机械工程及自动化学院,选修,一般专业类,2.5,张以都
B3J073120,现代设计方法学,机械工程及自动化学院,选修,一般专业类,3.5,王春洁
B3J073210,先进加工技术,机械工程及自动化学院,选修,一般专业类,2.0,蔡  军+李  勋
B3J073220,数字化制造工艺与装备,机械工程及自动化学院,选修,一般专业类,4.0,王庆文+樊  锐+姜兴刚+彭  翀
B3J073310,信号处理及其应用,机械工程及自动化学院,选修,一般专业类,3.0,满庆丰+夏继强+邢春香
B3J073320,机电一体化设计及理论,机械工程及自动化学院,选修,一般专业类,3.0,付永领
B3J073410,计算机辅助制造,机械工程及自动化学院,选修,一般专业类,3.0,郑联语+徐世新+杜福洲
B3J073420,生产与运作管理,机械工程及自动化学院,选修,一般专业类,3.0,杨建军+邓必超+杜福洲
B3J073510,机器人学,机械工程及自动化学院,选修,一般专业类,3.0,李大寨+丁希仑+张武翔+徐  坤
