姓名,学校,学院,职位,性别,个人主页,个人照片
周宁,北京航空航天大学,经济管理学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/zhouning1/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/C/4B/06/E10E2552FB8213D3954D0DFA470_85489CBE_E17.jpg
范英,北京航空航天大学,经济管理学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/fanying/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/5/CA/22/85DF1293C47D7D59CC837102C46_13D05097_EAF.jpg
吴春林,北京航空航天大学,经济管理学院,研究生导师+副教授,N/A,http://shi.buaa.edu.cn/wuchunlin/zh_CN/index.htm, http://teacher.buaa.edu.cn/system/resource/tsites/images/defaultteacherimg.png
衣博文,北京航空航天大学,经济管理学院,研究生导师+副教授,男,http://shi.buaa.edu.cn/ybw079/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/6/55/7D/74628E3B75BEC1355E54BAA2714_5BFD94AF_8D57.jpg
刘善存,北京航空航天大学,经济管理学院,研究生导师+副教授,男,http://shi.buaa.edu.cn/liushancun/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/9/85/B6/E1CCEF5C96B620491A5F7C5BA96_E9235295_BD0.jpg
何玉敏,北京航空航天大学,经济管理学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/heyumin/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/C/EE/8E/2EC45F01C7D11C6FFA7F50A54F2_128526C6_D26.jpg
郑海涛,北京航空航天大学,经济管理学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/zhenghaitao1/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/E/5C/2A/D5D7E41BEF98F28676ED390F6DF_6118395A_6B88.jpg
邹志红,北京航空航天大学,经济管理学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/zouzhihong/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/4/37/DA/1376B9291291ECF6B630DABEB03_478B0900_CAA.jpg
吴俊杰,北京航空航天大学,经济管理学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/wujunjie/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/1/43/10/9C1E744E9DBA7853A81C3636A19_D7E106A6_C39.jpg
吴蕾,北京航空航天大学,经济管理学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/wulei/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/5/B7/34/047D7DA515768FF9CD4C681D537_FEBD10E4_C13.jpg
崔志伟,北京航空航天大学,经济管理学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/cuizhiwei/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/1/EA/C0/0D0AD84C633F844265F138A993B_0A73F003_1066.jpg
贾子超,北京航空航天大学,经济管理学院,研究生导师+副教授,男,http://shi.buaa.edu.cn/jiazichao/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/1/AD/5E/F499CE0358BF1F58DE3EFAEDF2C_AD913B82_3F24.jpg
欧阳桃花,北京航空航天大学,经济管理学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/ouyangtaohua/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/0/DF/71/899B5C41D03247C657E59613AE6_A4644E61_10E5.jpg
06928,北京航空航天大学,经济管理学院,研究生导师+副教授,男,http://shi.buaa.edu.cn/06928/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/2/39/6C/37F813923CEF9B1C649D4D1C79A_3D854D7F_AE94.jpg
林耀虎,北京航空航天大学,经济管理学院,研究生导师+副教授,N/A,http://shi.buaa.edu.cn/linyaohu/zh_CN/index.htm, http://teacher.buaa.edu.cn/system/resource/tsites/images/defaultteacherimg.png
王理,北京航空航天大学,经济管理学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/wangli/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/4/2A/2B/5BBB804611791725FACC2625AF6_2BAF34AF_D91.jpg
邓路,北京航空航天大学,经济管理学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/denglu/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/5/3F/89/8800DBCBC5E7D4439A59F2D42F6_FF2720BD_DD3.jpg
韩立岩,北京航空航天大学,经济管理学院,研究生导师+副教授,男,http://shi.buaa.edu.cn/hanliyan/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/3/21/B4/56D44FD0E5A1CDA4304374CCC9B_0E87FAB2_CAC.jpg
王晨岚,北京航空航天大学,经济管理学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/wangchenlan/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/B/C6/0C/FDD845032621E66D50DD214A554_6040CAA5_E2F.jpg
闪四清,北京航空航天大学,经济管理学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/shansiqing/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/7/04/CB/68D7771D1D964C563F8285FA0F4_0021E0F2_B6F.jpg
蒋虹,北京航空航天大学,经济管理学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/jianghong1/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/F/61/2C/E1AC204AA904FF83FBE3A5DBF62_F95D19F7_DE8.jpg
喻雪莹,北京航空航天大学,经济管理学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/yuxueying/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/1/18/1A/E2C1D05F95D455F948F8CAE2921_46E04C7B_2B7E.png
高志红,北京航空航天大学,经济管理学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/gaozhihong/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/1/BE/83/D79B8B89BFFB04679A68B4AB990_3BA12EB2_EBA.jpg
单伟,北京航空航天大学,经济管理学院,研究生导师+副教授,男,http://shi.buaa.edu.cn/shanwei/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/F/F2/3C/9EEBFD7C49223AFCF285BCDE8C8_856825EB_D64.jpg
赵吉昌,北京航空航天大学,经济管理学院,研究生导师+副教授,男,http://shi.buaa.edu.cn/zhaojichang/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/4/FF/5B/E0D0B67FCDC4BAF4E6F303731C0_55E3B6E3_66C1.jpg
赵秋红,北京航空航天大学,经济管理学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/zhaoqiuhong/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/1/2E/A8/F0FFD98601B9836678C8F5D5768_C163F591_DBE.jpg
柏满迎,北京航空航天大学,经济管理学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/baimanying/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/7/76/3D/A4A8BC72B2B0528DB0CAD6165B1_B032CAA0_C76.jpg
田琼,北京航空航天大学,经济管理学院,研究生导师+副教授,男,http://shi.buaa.edu.cn/tianqiong/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/7/91/0A/413F5799D87B9E25465378562B5_2248AB4C_D7B.jpg
王赫鑫,北京航空航天大学,经济管理学院,研究生导师+副教授,男,http://shi.buaa.edu.cn/wanghezuo/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/2/C9/0B/238E0117B0A918922BE6746463E_6D7EA724_D9E.jpg
李晨溪,北京航空航天大学,经济管理学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/lichenxi/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/3/92/AA/98F02E130A8AF35A47A98E299F9_D2928515_5F57.jpg
康雁飞,北京航空航天大学,经济管理学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/yanfeikang/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/2/EF/A5/38C76E218E5AE2203A35DE81BF6_4EFEDED9_4A74.jpg
郝金星,北京航空航天大学,经济管理学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/haojinxing/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/5/A6/5A/07BAB8805E1F8E8B6E3E74653F0_BBE15AAB_D9E.jpg
贾素玲,北京航空航天大学,经济管理学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/jiasuling/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/B/75/2F/613C857242E7708C53E692AFA7A_2D088BDA_D96.jpg
黄海军,北京航空航天大学,经济管理学院,研究生导师+副教授,男,http://shi.buaa.edu.cn/huanghaijun/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/7/CC/2C/FA635392B3D0C3B8B516E5543D9_3BB977C8_3A01.jpg
杨继平,北京航空航天大学,经济管理学院,研究生导师+副教授,男,http://shi.buaa.edu.cn/yangjiping/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/6/D5/78/28263106262E2072BA5E4829D1E_4EA1C121_C66.jpg
刘志新,北京航空航天大学,经济管理学院,研究生导师+副教授,男,http://shi.buaa.edu.cn/liuzhixin/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/5/33/9E/39F30F35E6227F6D5B97D4A192D_DB93BE55_D69.jpg
徐哲,北京航空航天大学,经济管理学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/xuzhe/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/2/44/1B/CF517D175A43A7042422B44D6C4_3B674974_DA8.jpg
刘天亮,北京航空航天大学,经济管理学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/liutianliang/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/8/90/C3/A152CD049ECE17F4499FBB78917_9A80DF0B_E6F.jpg
许文媞,北京航空航天大学,经济管理学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/xuwenErr/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/3/22/66/4FE96D1960E6ECB672CAC3F1933_23F9D4AC_EAE.jpg
李平,北京航空航天大学,经济管理学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/liping1/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/E/92/35/FD621B1F1D22B3AC38C152444A9_4971736E_10A1.jpg
韩小汀,北京航空航天大学,经济管理学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/hanxiaoting/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/F/5A/53/3264CFCD5D8FB9E68AEAEF92784_7D7BCA65_B5E4.jpg
王珊珊,北京航空航天大学,经济管理学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/wangshanshan/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/4/7D/B9/6DD1740E7743DD752B96ADB8EF2_F7ED2C7F_E43.jpg
杨海军,北京航空航天大学,经济管理学院,研究生导师+副教授,男,http://shi.buaa.edu.cn/yanghaijun/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/1/8B/8B/97A11197C58BA927164B1981D25_E592887A_DE6.jpg
陈婧,北京航空航天大学,经济管理学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/chenzuo/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/4/AC/3F/4CED3D60EE4456CCA1EA7CBF04D_1D912EC9_EAE.jpg
陈喆,北京航空航天大学,经济管理学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/chenzhe/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/D/1C/E5/809D007692B7FABF0722B5B1F44_E76C6D38_283C.jpg
李亚帅,北京航空航天大学,经济管理学院,研究生导师+副教授,男,http://shi.buaa.edu.cn/liyashuai/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/1/2D/0D/27F2D184C1240C610E31E87EFBB_E65937C1_CE0.jpg
宋晓东,北京航空航天大学,经济管理学院,研究生导师+副教授,男,http://shi.buaa.edu.cn/songxiaodong/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/B/DE/BB/E853F6AEB62FEDC12924A23A922_E1C6D37A_2DAD.jpg
周荣刚,北京航空航天大学,经济管理学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/zhouronggang/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/4/38/2E/9D64AFD7C9D3A2C47208649BF08_56B6990D_CD6.jpg
马琳,北京航空航天大学,经济管理学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/malin/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/6/61/78/C9A7CB85B8A7FF3187D84D0B945_EE312952_C61.jpg
姚忠,北京航空航天大学,经济管理学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/yaozhong/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/1/9D/45/2D3BF1AACE9E32F125C3228D4F5_99319941_CC2.jpg
部慧,北京航空航天大学,经济管理学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/buhui/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/0/CB/AF/0EFD6C0067AC3B4154B3B61E1E6_F8B5908B_C01E.jpg
赵莹,北京航空航天大学,经济管理学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/zhaoying/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/0/4A/F3/0DAD1E2451189E495F89534CEC6_687844CB_F35.jpg
谢岚,北京航空航天大学,经济管理学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/xiezuo/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/5/B9/0E/E4F1E625F5CF790B3994A946263_78C5A6BF_E09.jpg
任若恩,北京航空航天大学,经济管理学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/renruoen/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/F/97/F6/1C51272BE309B10302728A3026C_B1A25C5A_C52.jpg
王惠文,北京航空航天大学,经济管理学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/wanghuiwen/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/3/AD/7D/25F709537DE0509A49B8846D298_F0057E27_D96.jpg
魏法杰,北京航空航天大学,经济管理学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/weifajie/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/4/1C/91/7280F4998194A498A8D312E214A_35DD5486_D75.jpg
周泓,北京航空航天大学,经济管理学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/zhouzuo/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/2/A5/7B/E86802BA2E6AF075489D836F480_1C97B059_CA8.jpg
方虹,北京航空航天大学,经济管理学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/fanghong/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/3/30/8E/F142EA9080E7F28D36F070C5B7D_60A90BC9_1056.jpg
秦中峰,北京航空航天大学,经济管理学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/qinzhongfeng/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/6/36/46/184B8104B985D5814FAB1022A45_56AA3CE5_C4A.jpg
王立文,北京航空航天大学,经济管理学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/wangliwen/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/D/36/BF/4EEE3DF89977D961F209D63B4DE_B5A2D7E1_D52.jpg
郑筠,北京航空航天大学,经济管理学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/zhengzuo/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/A/0E/CB/688F9701DF15BAA064D73542F76_3A33E0D5_E70.jpg
王玉灵,北京航空航天大学,经济管理学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/wangyuling/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/1/C0/FF/E307DB894E5469037E9D82E612C_2D4EF97F_C22.jpg
武欣,北京航空航天大学,经济管理学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/wuxin/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/C/A2/32/B38B8EA0C6615794A5C97F5FC6E_19352358_2AB0.jpg
刘焱宇,北京航空航天大学,经济管理学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/liuzuoyu/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/7/7C/3E/0FAC43EFB4F18CFD6BA485F4AD1_580D40F1_A45.jpg
田东文,北京航空航天大学,经济管理学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/tiandongwen/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/8/48/16/03B89D81473AC516F3B3278CECA_8E0F55F3_D60.jpg
潘立新,北京航空航天大学,经济管理学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/panlixin/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/6/E6/E6/563C485099F4B3DB3D1B9FAFF00_5A3DD9CA_DD5.jpg
韦红梅,北京航空航天大学,经济管理学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/weihongmei/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/8/9A/AA/F450AB12FC7355408EA981C5443_7A6C2034_C12.jpg
胡延杰,北京航空航天大学,经济管理学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/huyanjie/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/B/5C/81/A25E165AA6FD69A5241B43C325A_4D50D866_D8A.jpg
邹艳,北京航空航天大学,经济管理学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/zouyan/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/6/97/5E/8E7D5A369DA2E699B7EA204BC8B_4DF18271_DB3.jpg
陈向东,北京航空航天大学,经济管理学院,研究生导师+副教授,男,http://shi.buaa.edu.cn/chenxiangdong/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/D/8C/9B/31504B40A6147857086E231D963_3BBBD537_C49.jpg
邱宛华,北京航空航天大学,经济管理学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/qiuwanhua/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/9/D6/87/FB906746192A5BBAC10AD92115D_16BE9A17_1F73.gif
白胜玲,北京航空航天大学,经济管理学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/baishengling/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/7/C6/E5/9FE72EBE615558DCECC0EE15DFD_C891EA25_EC0.jpg
李卫,北京航空航天大学,经济管理学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/liwei1/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/F/67/C0/F7A33838B4195C26B7E671A021D_125C40E0_D51.jpg
魏亿钢,北京航空航天大学,经济管理学院,研究生导师+副教授,男,http://shi.buaa.edu.cn/weiyigang/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/7/7E/DB/CADD36E71476FF4B025554C52F9_3DBE0FE6_D7F.jpg
孙红,北京航空航天大学,经济管理学院,研究生导师+副教授,男,http://shi.buaa.edu.cn/sunhong/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/6/3A/42/55FD2503BBB581098B92D5D24FD_813DC578_E1D.jpg
程志超,北京航空航天大学,经济管理学院,研究生导师+副教授,男,http://shi.buaa.edu.cn/chengzhichao/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/E/1A/F7/8A5A90273C7E70068932E8D57DD_03CB606A_C20.jpg
邱菀华,北京航空航天大学,经济管理学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/qiuzuohua/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/9/D6/87/FB906746192A5BBAC10AD92115D_16BE9A17_1F73.gif
杨梅英,北京航空航天大学,经济管理学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/yangmeiying/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/3/B4/10/584D783FEE3388B4E61AFE7C4F7_C34342C6_CD8.jpg
张明立,北京航空航天大学,经济管理学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/zhangmingli/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/8/9B/C3/9CA42D3F00E376209F96DCB0642_88E5D5E0_CCA.jpg
赵尚梅,北京航空航天大学,经济管理学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/zhaoshangmei/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/E/CF/ED/0E1A4DA7E6C2B1FE7CF78347AAD_4AC66DC7_DA1.jpg
方卫国,北京航空航天大学,经济管理学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/fangweiguo/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/D/89/99/93190A277A06DD1B52C7E3E875C_6FAD33A0_CD5.jpg
邓修权,北京航空航天大学,经济管理学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/dengxiuquan/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/5/EA/4A/429F6759308463F76C3834F3623_013AC626_C53.jpg
苏文平,北京航空航天大学,经济管理学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/suwenping/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/1/E9/E6/D4714CE72B20573DA6DC39EE69C_BB3EE7DC_DE7.jpg
韩德强,北京航空航天大学,经济管理学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/handeqiang/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/8/80/07/AEDB0459A4F89368E4837D30A54_70872028_F0D.jpg
姚唐,北京航空航天大学,经济管理学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/yaotang/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/C/95/9C/CC96029E87F43F1C1CF8B6162C9_2C0CF719_D15.jpg
曾建华,北京航空航天大学,经济管理学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/zengjianhua/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/8/51/A9/ADAC2F0DFDE0932FA974299FA17_6F1F169A_DC8.jpg
马杰,北京航空航天大学,经济管理学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/majie/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/1/7D/00/B192DD57425564BDB939BAD6AE8_60D3C73F_F2E.jpg
陈叶芬,北京航空航天大学,经济管理学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/chenyefen/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/A/33/BE/759077BA9807AA3774EC44A4014_B13EBB5D_D2A.jpg
张宁,北京航空航天大学,经济管理学院,研究生导师+副教授,男,http://shi.buaa.edu.cn/zhangning/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/2/8E/B8/15848A7583F896017DD561E170C_A839352D_EC0.jpg
